identity,attribute,non_stereotype,stereotype,unsure,mean_offensive_score,translated_identity,translated_attribute_list,source_region,row_count,identity_country_name,source_country
காம்பியன்,வெற்றிகரமான,2,1,0,-1.0,Gambian,Successful,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Gambia,India
மெக்சிகன்,சோலியோ,2,1,0,-1.0,Mexican,Solio,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mexico,India
பிரெஞ்சு,சமையல்,2,1,0,-1.0,French,Cooking,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
அமெரிக்கர்கள்,ஹாட் டோக்,2,1,0,-1.0,Americans,Hot dog,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
சீன,கடை,2,1,0,-1.0,Chinese,shop,Multiple Languages (bn/hi/mr/ta/te) in India,4550,China,India
மெக்சிகன்,மெக்சிகன் உணவு,2,1,0,-1.0,Mexican,Mexican food,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mexico,India
சீசெல்லோஸ்,தீவுகள்,2,1,0,-1.0,Seychellois,Islands,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Seychelles,India
நேபாளி,மலைகளில் வாழ்கிறார்கள்,2,1,0,-1.0,Nepali,They live in the mountains,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
ஆங்கிலம்,மரியாதை,2,1,0,-1.0,English,respect,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
டேன்ஸ்,இனிமையானது,2,1,0,-1.0,Danes,sweet,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Denmark,India
மங்கோலியன்,மேய்ப்பர்கள்,2,1,0,-1.0,Mongolian,Shepherds,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
கியூபர்கள்,நடனமாடுபவர்கள்,2,1,0,-1.0,Cubans,Dancers,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cuba,India
இத்தாலியன்,உணர்ச்சிவசப்பட்டவர்கள்,2,1,0,-1.0,Italian,Emotional people,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Italy,India
ஜெர்மன்,சரியாக,2,1,0,-1.0,German,Exactly,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Germany,India
டச்சு,பைக் ரைடு,2,1,0,-1.0,Dutch,Bike ride,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Netherlands,India
இந்தோனேசிய,மலாய்,2,1,0,-1.0,Indonesian,Malay,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Indonesia,India
டேன்ஸ்,இசை,2,1,0,-1.0,Danes,Music,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Denmark,India
பாகிஸ்தானி,இஸ்லாமியர்,2,1,0,-1.0,Pakistani,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
அஜர்பைஜானி,மரியாதை,2,1,0,-1.0,Azerbaijani,respect,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Azerbaijan,India
புருனியன்,மத்திய கிழக்கு,2,1,0,-1.0,Bruneian,Middle East,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Brunei Darussalam,India
ஆஸ்திரேலியன்,தைரியமான,2,1,0,-1.0,Australian,Brave,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Australia,India
கிரேக்கர்கள்,ஞானம்,2,1,0,-1.0,Greeks,Wisdom,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Greece,India
பிரேசிலியன்,பெரிய இதயம்,2,1,0,-1.0,Brazilian,big heart,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Brazil,India
கனடியன்,பனி விளையாட்டு,2,1,0,-1.0,Canadian,Snow sports,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Canada,India
நேபாளி,பௌத்தம்,2,1,0,-1.0,Nepali,Buddhism,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
அர்ஜென்டினியர்கள்,ஸ்பானிஷ் பேசும்,2,1,0,-1.0,Argentinians,Spanish speaking,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Argentina,India
சால்வடோரியர்கள்,கத்தோலிக்கர்கள்,2,1,0,-1.0,Salvadorians,Catholics,Multiple Languages (bn/hi/mr/ta/te) in India,4550,El Salvador,India
பாகிஸ்தானி,பெரிய குடும்பம்,2,1,0,-1.0,Pakistani,Big family,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
லாட்வியன்,நேர்மையான,2,1,0,-1.0,Latvian,Sincere,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Latvia,India
பிரிட்டிஷ்,கருப்பு தேநீர்,2,1,0,-1.0,British,Black tea,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
சூடானிஸ்,கருப்பு,2,1,0,-1.0,Sudanese,Black,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Sudan,India
தென் சூடானியர்கள்,பசி,2,1,0,-1.0,South Sudanese,Hungry,Multiple Languages (bn/hi/mr/ta/te) in India,4550,South Sudan,India
லைபீரியன்,இசைக்கருவிகள் வாசிக்க விரும்புகிறேன்,2,1,0,-1.0,Liberian,I like to play musical instruments,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Liberia,India
சீசெல்லோஸ்,மகிழ்ச்சியானவர்கள்,2,1,0,-1.0,Seychellois,Happy people,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Seychelles,India
நேபாளி,ஏறுதல்,2,1,0,-1.0,Nepali,Climbing,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
பஹ்ரைனி,பணக்கார,2,1,0,-1.0,Bahraini,Rich,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Bahrain,India
ஃபின்ஸ்,மௌனமான,2,1,0,-1.0,Finns,Silent,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Finland,India
கம்போடியன்,புத்தமதம்,2,1,0,-1.0,Cambodian,Buddhism,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cambodia,India
ஃபின்ஸ்,அமைதியானவர்கள்,2,1,0,-1.0,Finns,Peaceful ones,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Finland,India
நேபாளி,திபெத்திய,2,1,0,-1.0,Nepali,Tibetan,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
பிரெஞ்சு,கலை,2,1,0,-1.0,French,Art,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
கேமரூனியன்,கால்பந்து வீரர்கள்,2,1,0,-1.0,Cameroonian,Football players,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cameroon,India
சுவிஸ்,லாக்,2,1,0,-1.0,Swiss,Lock,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Switzerland,India
கம்போடியன்,அமைதியானவர்கள்,2,1,0,-1.0,Cambodian,Peaceful ones,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cambodia,India
டேன்ஸ்,மகிழ்ச்சியானவர்கள்,2,1,0,-1.0,Danes,Happy people,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Denmark,India
போஸ்னியர்கள்,மதச்சார்பற்றவர்கள்,2,1,0,-1.0,Bosnians,Secular people,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Bosnia and Herzegovina,India
இத்தாலியன்,உணர்ச்சிவசப்பட்ட,2,1,0,-1.0,Italian,Passionate,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Italy,India
எத்தியோப்பியன்,தூர ஓட்டத்தில் சிறந்தவர்,2,1,0,-1.0,Ethiopian,Best in distance running,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Ethiopia,India
பூட்டானியர்கள்,தியானம் செய்பவர்கள்,2,1,0,-1.0,Bhutanese,Those who meditate,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Bhutan,India
அமெரிக்கர்கள்,ஸ்டார்ஸ் அண்ட் ஸ்ட்ரைப்ஸ்,2,1,0,-1.0,Americans,Stars and Stripes,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
சோமாலிஸ்,பசியுடன்,2,1,0,-1.0,Somalis,Hungry,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Somalia,India
காம்பியன்,திறமையான,2,1,0,-1.0,Gambian,Skilled,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Gambia,India
இத்தாலியன்,உணர்ச்சிவசப்படுவது,2,1,0,-1.0,Italian,Feeling emotional,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Italy,India
கொரியர்கள்,கடின உழைப்பாளர்கள்,2,1,0,-1.0,Koreans,Hard workers,Multiple Languages (bn/hi/mr/ta/te) in India,4550,South Korea,India
இஸ்ரேலி,தைரியமான,2,1,0,-1.0,Israeli,Brave,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Israel,India
நேபாளி,பஞ்சாபி,2,1,0,-1.0,Nepali,Punjabi,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
பிரிட்டிஷ்,அடக்கமானவர்கள்,2,1,0,-1.0,British,Humble people,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
பிரேசிலியன்,ஃபுட்பால்,2,1,0,-1.0,Brazilian,Football,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Brazil,India
நேபாளி,தியானம்,2,1,0,-1.0,Nepali,Meditation,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
அமெரிக்கர்கள்,நேர்மையானவர்கள்,2,1,0,-1.0,Americans,Honest people,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
கிரேக்கர்கள்,தத்துவம்,2,1,0,-1.0,Greeks,philosophy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Greece,India
பிரெஞ்சு,காதல்,2,1,0,-1.0,French,love,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
சுவிஸ்,நேர்மை,2,1,0,-1.0,Swiss,Honesty,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Switzerland,India
ஆஸ்திரிய,ஸ்டீரியன்,1,2,0,-1.0,Austrian,sterion,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Austria,India
நேபாளி,ஹிந்து,1,2,0,-1.0,Nepali,Hindu,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Nepal,India
ஃபின்ஸ்,ஐஸ் ஹாக்கி,1,2,0,-1.0,Finns,Ice hockey,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Finland,India
சுவிஸ்,நேர்மையான,1,2,0,-1.0,Swiss,Sincere,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Switzerland,India
கிரேக்கர்கள்,அறிவுஜீவி,1,2,0,-1.0,Greeks,Intellectual,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Greece,India
ஜோர்டானியன்,அரபு,1,2,0,-1.0,Jordanian,Arabic,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Jordan,India
மங்கோலியன்,ஆக்கிரமிப்பு,1,2,0,-1.0,Mongolian,Occupy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
அமெரிக்கர்கள்,பணம்,1,2,0,-1.0,Americans,Money,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United States,India
இத்தாலியன்,ஓபரா,1,2,0,-1.0,Italian,Opera,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Italy,India
இந்தோனேசிய,இந்துக்கள்,1,2,0,-1.0,Indonesian,Hindus,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Indonesia,India
அர்ஜென்டினியர்கள்,ஃபூட்பால்,1,2,0,-1.0,Argentinians,Football,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Argentina,India
டச்சு,சைக்கிள்,1,2,0,-1.0,Dutch,Bicycle,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Netherlands,India
டேன்ஸ்,வேடிக்கையான,1,2,0,-1.0,Danes,Funny,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Denmark,India
ஸ்பானிஷ்,உணர்ச்சிவசப்பட்ட,1,2,0,-1.0,Spanish,Passionate,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Spain,India
பூட்டானியர்கள்,அமைதியான,1,2,0,-1.0,Bhutanese,peaceful,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Bhutan,India
பாகிஸ்தானி,இஸ்லாமியர்கள்,1,2,0,-1.0,Pakistani,Muslims,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
துருக்கியர்கள்,துருக்கிய உணவு,1,2,0,-1.0,Turks,Turkish food,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Türkiye,India
கம்போடியன்,அமைதியான,1,2,0,-1.0,Cambodian,peaceful,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Cambodia,India
ஐஸ்லாண்டிக்,அமைதியானவர்கள்,1,2,0,-1.0,Icelandic,Peaceful ones,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Iceland,India
மௌரிடானியன்,முஸ்லீம்,1,2,0,-1.0,Mauritanian,Muslim,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mauritania,India
திமோர்ஸ்,பயந்தவர்கள்,1,2,0,-1.0,Timorese,are afraid,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Timor-Leste,India
மலேசியன்,மலாய் மொழி,1,2,0,-1.0,Malaysian,Malay language,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Malaysia,India
கொரியர்கள்,ஆக்கிரமிப்பு,1,2,0,-1.0,Koreans,Occupy,Multiple Languages (bn/hi/mr/ta/te) in India,4550,South Korea,India
டச்சு,நேர்த்தியான,1,2,0,-1.0,Dutch,Elegant,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Netherlands,India
மால்டிஸ்,பக்தி,1,2,0,-1.0,Maltese,Devotion,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Malta,India
பிரெஞ்சு,காதலர்கள்,1,2,0,-1.0,French,Lovers,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
சவூதிகள்,மதச்சார்பற்ற,1,2,0,-1.0,Saudis,Secular,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Saudi Arabia,India
மங்கோலியன்,குதிரை,2,1,0,-1.0,Mongolian,Horse,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
பிரிட்டிஷ்,மரியாதை,2,1,0,-1.0,British,respect,Multiple Languages (bn/hi/mr/ta/te) in India,4550,United Kingdom,India
காம்பியன்,வெற்றியாளர்,2,1,0,-1.0,Gambian,Winner,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Gambia,India
கொரியர்கள்,கடின உழைப்பாளி,2,1,0,-1.0,Koreans,Hard worker,Multiple Languages (bn/hi/mr/ta/te) in India,4550,South Korea,India
காம்பியன்,திறமையானவர்,2,1,0,-1.0,Gambian,Skilled,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Gambia,India
உருகுவேயன்,ஃபூட்பால்,2,1,0,-1.0,Uruguayan,Football,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Uruguay,India
ரஷ்யன்,சோவியத் ஒன்றியம்,2,1,0,-1.0,Russian,Soviet Union,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Russia,India
சுவிஸ்,திறமையான வங்கிர்கள்,2,1,0,-1.0,Swiss,Skilled bankers,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Switzerland,India
பிரெஞ்சு,காதல் உணவு,2,1,0,-1.0,French,Food of love,Multiple Languages (bn/hi/mr/ta/te) in India,4550,France,India
டேன்ஸ்,நடனமாட விரும்பும்,2,1,0,-1.0,Danes,Loves to dance,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Denmark,India
டச்சு,ஜனநாயகர்கள்,2,1,0,-1.0,Dutch,Democrats,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Netherlands,India
டச்சு,நேர்மையானவர்கள்,2,1,0,-1.0,Dutch,Honest people,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Netherlands,India
ஸ்வீடன்ஸ்,சமூக சீர்திருத்தம்,2,1,0,-1.0,Swedes,Social reform,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Sweden,India
பாகிஸ்தானி,மீசை,2,1,0,-1.0,Pakistani,Mustache,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Pakistan,India
கிரேக்கர்கள்,அழகானவர்கள்,2,1,0,-1.0,Greeks,Beautiful people,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Greece,India
அர்ஜென்டினியர்கள்,டான்ஸ்,2,1,0,-1.0,Argentinians,Dance,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Argentina,India
சீன,கடின உழைப்பு,1,2,0,-1.0,Chinese,hard work,Multiple Languages (bn/hi/mr/ta/te) in India,4550,China,India
மங்கோலியன்,குதிரை வீரர்,1,2,0,-1.0,Mongolian,Horseman,Multiple Languages (bn/hi/mr/ta/te) in India,4550,Mongolia,India
